fuelTypeCode,stationName,Street Address,Intersection Directions,City,State,ZIP,Latitude,Longitude,Station Phone,Status Code,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Network,EV Network Web,Geocode Status,Date Last Confirmed,ID,Updated At,Owner Type Code,Open Date,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,access_code,country,groups_with_access_code_french,Access Detail Code,Facility Type,CNG Dispenser Num,CNG Total Compression Capacity,CNG Storage Capacity,e85 Other Ethanol Blends,EV Pricing,LPG Nozzle Types,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,EV On Site Renewable Source,GeoLocation
ELEC,Kum & Go - Tesla Supercharger,700 East Victory Way,,Craig,CO,81625,40.514147,-107.53879,877-798-3752,E,Public,24 hours daily; for Tesla use only,,,,,,,8,Tesla,https://www.tesla.com/supercharger,GPS,10/11/2021,185273,2021-11-04 18:37:47 UTC,P,02/15/2021,,,,TESLA,public,US,Public,,CONVENIENCE_STORE,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,POINT (-107.53879 40.514147)
ELEC,Seagate Tech,389 Disc Dr,,Longmont,CO,80503,40.15418159497144,-105.1734671811981,,E,Private,,,,,,,5,,Non-Networked,,GPS,01/10/2022,165017,2022-02-10 19:42:29 UTC,P,04/10/2020,,,,J1772,private,US,Privé,,OFFICE_BLDG,,,,,,,,,,,POINT (-105.1734671811981 40.15418159497144)
ELEC,SUMMIT COUNTY CC SOUTH,37 Peak One Dr,,Frisco,CO,80443,39.57098,-106.08092,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,09/22/2022,167538,2022-09-22 01:13:58 UTC,,10/15/2020,,,,J1772,public,US,Public,,,,,,,,,,,,,POINT (-106.08092 39.57098)
ELEC,COMM VITALITY 1000WALNUT1,900 Walnut St,,Boulder,CO,80302,40.016206,-105.282204,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,09/22/2022,92351,2022-09-22 00:55:16 UTC,,03/07/2018,,,,J1772,public,US,Public,,,,,,,,,,,,,POINT (-105.282204 40.016206)
ELEC,2785 Speer Apartments,2785 Speer Blvd.,,Denver,CO,80211,39.7564541,-105.0171538,800-663-5633,E,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,4,,SemaCharge Network,https://semaconnect.com/,GPS,09/22/2022,147960,2022-09-22 00:34:58 UTC,,09/16/2016,,,,J1772,public,US,Public,,,,,,,FREE,,,,,,POINT (-105.0171538 39.7564541)
ELEC,VICTORIA EV STN VICTORIA EV 1,102 S Victoria Ave,,Pueblo,CO,81003,38.265447,-104.613568,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,09/22/2022,173865,2022-09-22 01:01:14 UTC,,01/27/2021,,,,J1772,public,US,Public,,,,,,,,,,,,,POINT (-104.613568 38.265447)
CNG,City of Fort Collins,835 Wood St,,Fort Collins,CO,80521,40.599089,-105.09199,,E,Private - Government only,,,,Q,3600,,,,,,200-9,11/04/2021,80163,2022-02-10 19:42:29 UTC,LG,12/14/2016,HD,,,,private,US,Privé - Réservé au gouvernement,GOVERNMENT,MUNI_GOV,,,,,,,Q,3600,HD,,POINT (-105.09199 40.599089)
ELEC,NFMD STATION NORTHFIELD 2,974 Landmark Way,,Fort Collins,CO,80524,40.600133,-105.060351,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,09/22/2022,226246,2022-09-22 01:28:58 UTC,,08/25/2022,,,,J1772,public,US,Public,,,,,,,,,,,,,POINT (-105.060351 40.600133)
ELEC,HCE BUTTERMILK 1,38700 Highway 82,,Aspen,CO,81611,39.207615,-106.860668,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,09/22/2022,166846,2022-09-22 01:13:14 UTC,,09/15/2020,,,,J1772,public,US,Public,,,,,,,,,,,,,POINT (-106.860668 39.207615)
ELEC,BCHHSSPOKE SPOKE LEVEL 2 C,518 Coffman St,,Longmont,CO,80501,40.168546,-105.10342,888-758-4389,T,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,09/22/2022,223831,2022-09-22 01:28:50 UTC,,07/21/2022,,,,J1772,public,US,TEMPORAIREMENT SUSPENDU (Public),,,,,,,,,,,,,POINT (-105.10342 40.168546)
ELEC,"Walmart 1492 - Aurora, CO",14000 Exposition Ave.,,Aurora,CO,80012,39.703182,-104.825677,833-632-2778,E,Public,24 hours daily,,,,,,1,3,Electrify America,https://www.electrifyamerica.com/,GPS,09/07/2022,190423,2022-09-07 01:52:49 UTC,,05/30/2021,,,,CHADEMO J1772 J1772COMBO,public,US,Public,,,,,,,,,,,,,POINT (-104.825677 39.703182)
ELEC,VICTORIA EV STN VICTORIA EV 2,102 S Victoria Ave,,Pueblo,CO,81003,38.265439,-104.613567,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,09/22/2022,119020,2022-09-22 01:01:14 UTC,,03/08/2019,,,,J1772,public,US,Public,,,,,,,,,,,,,POINT (-104.613567 38.265439)
ELEC,UNIV. OF COLO BIOT N,3415 Colorado Ave,,Boulder,CO,80303,40.009383,-105.24967,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,09/22/2022,224581,2022-09-22 00:54:12 UTC,,07/29/2022,,,,J1772,public,US,Public,,,,,,,,,,,,,POINT (-105.24967 40.009383)
ELEC,HYATT GARAGE 2ND FL SOUTH,13200 E. 14th Pl.,,Aurora,CO,80011,39.737748,-104.835419,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,09/22/2022,179790,2022-09-22 00:49:21 UTC,,01/27/2021,,,,J1772,public,US,Public,,,,,,,,,,,,,POINT (-104.835419 39.737748)
ELEC,EV STATION LT EVN,10350 Park Meadows Dr Floor B,,Lone Tree,CO,80124,39.54161,-104.87282,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,09/22/2022,171212,2022-09-22 01:14:14 UTC,,01/09/2021,,,,J1772,public,US,Public,,,,,,,,,,,,,POINT (-104.87282 39.54161)
ELEC,Beaver Brook on the River - Tesla Destination,1700 CO-66,,Estes Park,CO,80517,40.373644,-105.493813,800-344-3256  877-798-3752,E,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,11/03/2020,113571,2021-03-11 23:22:17 UTC,P,11/01/2018,,,,TESLA,public,US,Public,,HOTEL,,,,,Free,,,,,,POINT (-105.493813 40.373644)
ELEC,Third Street Center,520 S 3rd St,Located on the east side of the facility,Carbondale,CO,81623,39.395289,-107.209921,970-963-3221,E,Public,24 hours daily,,,,,,4,,Non-Networked,,200-9,02/15/2021,78362,2021-03-11 23:22:17 UTC,LG,08/31/2016,,,,J1772,public,US,Public,,MUNI_GOV,,,,,Free,,,,,SOLAR,POINT (-107.209921 39.395289)
ELEC,BVSD EDC WEST LOT,6500 Arapahoe Avenue,,Boulder,CO,80303,40.013634,-105.202156,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,09/22/2022,170020,2022-09-22 01:15:08 UTC,,12/10/2020,,,,J1772,public,US,Public,,,,,,,,,,,,,POINT (-105.202156 40.013634)
CNG,X3Energy,3103 N Industrial Way,"I-25, exit onto Meadows Pkwy W, left on Industrial, at US-85",Castle Rock,CO,80104,39.407087,-104.872002,844-304-9800,E,Public - Credit card at all times,24 hours daily,A D M Proprietor V Voyager Wright_Exp,,Q,3600,,,,,,200-9,10/12/2021,633,2022-02-10 19:42:29 UTC,P,11/01/2013,MD,,,,public,US,Public - Carte de crédit en tout temps,CREDIT_CARD_ALWAYS,STANDALONE_STATION,1,58,,,,,Q,3600,MD,,POINT (-104.872002 39.407087)
ELEC,BVSD BROOMFIELDHIGH1,1 Eagle Way,,Broomfield,CO,80020,39.929481,-105.076121,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,09/22/2022,182770,2022-09-22 00:58:21 UTC,,01/27/2021,,,,J1772,public,US,Public,,,,,,,,,,,,,POINT (-105.076121 39.929481)
ELEC,CDPHE BLDG B 2,644 S Ash St,,Glendale,CO,80246,39.703957,-104.93742,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,09/22/2022,163341,2022-09-22 01:10:29 UTC,,06/14/2020,,,,J1772,public,US,Public,,,,,,,,,,,,,POINT (-104.93742 39.703957)
ELEC,COW 2ND STATION NGW,8855 Eaton St,,Westminster,CO,80031,39.857818,-105.059011,888-758-4389,T,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,09/22/2022,123571,2022-09-22 00:51:51 UTC,,06/06/2019,,,,J1772,public,US,TEMPORAIREMENT SUSPENDU (Public),,,,,,,,,,,,,POINT (-105.059011 39.857818)
E85,Kum & Go #325,11505 W Bellview Ave,,Littleton,CO,80127,39.62479,-105.12818,303-904-9338,E,Public,24 hours daily,A Cash D FuelMan M V Voyager Wright_Exp,,,,,,,,,200-9,06/14/2022,149681,2022-06-14 16:23:53 UTC,P,08/22/2019,,,true,,public,US,Public,,CONVENIENCE_STORE,,,,"[""E15""]",,,,,,,POINT (-105.12818 39.62479)
